symbol,time,open,high,low,close,volume,amount,next_page_token,time_eastern
QQQ,2024-02-21 16:40:00+00:00,424.35,424.42,424.135,424.29,145844,61875502.9366,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 11:40:00-05:00
QQQ,2024-02-21 16:45:00+00:00,424.29,424.54,424.07,424.485,1914807,812657627.7668,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 11:45:00-05:00
QQQ,2024-02-21 16:50:00+00:00,424.485,424.88,424.48,424.84,347725,147667561.2216,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 11:50:00-05:00
QQQ,2024-02-21 16:55:00+00:00,424.84,424.995,424.765,424.829,244715,103974709.18849999,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 11:55:00-05:00
QQQ,2024-02-21 17:00:00+00:00,424.84,424.88,424.25,424.28,606131,257403674.33519998,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 12:00:00-05:00
QQQ,2024-02-21 17:05:00+00:00,424.28,424.28,423.54,423.695,552404,234080378.0537,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 12:05:00-05:00
QQQ,2024-02-21 17:10:00+00:00,423.695,423.74,423.175,423.44,917087,388303301.3371,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 12:10:00-05:00
QQQ,2024-02-21 17:15:00+00:00,423.44,423.6,423.2,423.529,340338,144100468.5904,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 12:15:00-05:00
QQQ,2024-02-21 17:20:00+00:00,423.53,423.685,423.28,423.46,177566,75195470.1776,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 12:20:00-05:00
QQQ,2024-02-21 17:25:00+00:00,423.46,423.555,423.2901,423.3701,189595,80278586.9602,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 12:25:00-05:00
QQQ,2024-02-21 17:30:00+00:00,423.39,423.61,423.35,423.37,214442,90814512.1875,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 12:30:00-05:00
QQQ,2024-02-21 17:35:00+00:00,423.39,423.73,423.28,423.66,267185,113160090.1602,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 12:35:00-05:00
QQQ,2024-02-21 17:40:00+00:00,423.66,423.73,423.13,423.33,714848,302786260.4048,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 12:40:00-05:00
QQQ,2024-02-21 17:45:00+00:00,423.34,423.8,423.34,423.7501,322975,136824199.9963,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 12:45:00-05:00
QQQ,2024-02-21 17:50:00+00:00,423.75,424.04,423.745,424.01,591035,250532499.20450002,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 12:50:00-05:00
QQQ,2024-02-21 17:55:00+00:00,424.01,424.28,423.86,424.145,309764,131362336.86610001,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 12:55:00-05:00
QQQ,2024-02-21 18:00:00+00:00,424.145,424.2,422.95,423.5208,663953,281129004.6688,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 13:00:00-05:00
QQQ,2024-02-21 18:05:00+00:00,423.52,423.7799,423.28,423.75,338649,143417862.5005,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 13:05:00-05:00
QQQ,2024-02-21 18:10:00+00:00,423.745,424.17,423.725,423.965,750762,318323997.0452,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 13:10:00-05:00
QQQ,2024-02-21 18:15:00+00:00,423.98,424.33,423.96,424.11,1640005,695538028.1618,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 13:15:00-05:00
QQQ,2024-02-21 18:20:00+00:00,424.11,424.1399,423.82,423.96,209498,88824295.5706,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 13:20:00-05:00
QQQ,2024-02-21 18:25:00+00:00,423.97,423.98,423.54,423.61,311738,132098086.3081,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 13:25:00-05:00
QQQ,2024-02-21 18:30:00+00:00,423.61,423.84,423.43,423.6,234522,99351855.99810001,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 13:30:00-05:00
QQQ,2024-02-21 18:35:00+00:00,423.605,423.94,423.6,423.74,204027,86459841.55770001,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 13:35:00-05:00
QQQ,2024-02-21 18:40:00+00:00,423.74,423.83,423.52,423.77,288329,122154174.7295,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 13:40:00-05:00
QQQ,2024-02-21 18:45:00+00:00,423.77,423.95,423.58,423.76,282524,119728844.1645,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 13:45:00-05:00
QQQ,2024-02-21 18:50:00+00:00,423.76,423.83,423.495,423.53,133979,56765866.361200005,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 13:50:00-05:00
QQQ,2024-02-21 18:55:00+00:00,423.55,423.71,423.41,423.54,140818,59647111.8244,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 13:55:00-05:00
QQQ,2024-02-21 19:00:00+00:00,423.54,424.36,422.83,423.8659,910004,385423999.228,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 14:00:00-05:00
QQQ,2024-02-21 19:05:00+00:00,423.82,424.12,423.63,423.97,404881,171615079.09100002,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 14:05:00-05:00
QQQ,2024-02-21 19:10:00+00:00,423.97,424.12,423.68,423.69,307428,130315918.1548,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 14:10:00-05:00
QQQ,2024-02-21 19:15:00+00:00,423.69,423.98,423.31,423.4,366212,155107695.11650002,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 14:15:00-05:00
QQQ,2024-02-21 19:20:00+00:00,423.4,423.624,422.55,422.57,564954,238988157.26419997,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 14:20:00-05:00
QQQ,2024-02-21 19:25:00+00:00,422.57,422.69,422.105,422.545,926951,391469316.13019997,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 14:25:00-05:00
QQQ,2024-02-21 19:30:00+00:00,422.545,422.72,422.34,422.41,270238,114185216.0985,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 14:30:00-05:00
QQQ,2024-02-21 19:35:00+00:00,422.41,422.52,421.8688,422.155,850378,358976265.3313,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 14:35:00-05:00
QQQ,2024-02-21 19:40:00+00:00,422.155,422.155,421.64,421.71,704765,297289865.0962,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 14:40:00-05:00
QQQ,2024-02-21 19:45:00+00:00,421.71,422.12,421.63,422.0799,415571,175311840.6454,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 14:45:00-05:00
QQQ,2024-02-21 19:50:00+00:00,422.1,422.27,422.0,422.225,486877,205531222.6266,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 14:50:00-05:00
QQQ,2024-02-21 19:55:00+00:00,422.225,422.6,422.17,422.4501,544951,230221703.19200003,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 14:55:00-05:00
QQQ,2024-02-21 20:00:00+00:00,422.4501,422.57,422.11,422.17,489896,206912996.6577,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 15:00:00-05:00
QQQ,2024-02-21 20:05:00+00:00,422.17,422.275,421.96,422.02,596749,251912766.4352,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 15:05:00-05:00
QQQ,2024-02-21 20:10:00+00:00,422.04,422.2853,421.86,422.22,378974,159953987.6842,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 15:10:00-05:00
QQQ,2024-02-21 20:15:00+00:00,422.22,422.605,421.96,422.24,425431,179630895.7789,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 15:15:00-05:00
QQQ,2024-02-21 20:20:00+00:00,422.25,422.35,421.87,422.32,354063,149461669.4693,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 15:20:00-05:00
QQQ,2024-02-21 20:25:00+00:00,422.31,422.8555,422.26,422.76,438903,185488420.14569998,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 15:25:00-05:00
QQQ,2024-02-21 20:30:00+00:00,422.76,423.545,422.76,423.46,565729,239407658.9103,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 15:30:00-05:00
QQQ,2024-02-21 20:35:00+00:00,423.46,424.51,423.415,424.38,1621426,687967284.8886999,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 15:35:00-05:00
QQQ,2024-02-21 20:40:00+00:00,424.38,424.89,424.34,424.54,521164,221260521.78309998,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 15:40:00-05:00
QQQ,2024-02-21 20:45:00+00:00,424.525,424.78,424.32,424.71,728789,309380061.2982,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 15:45:00-05:00
QQQ,2024-02-21 20:50:00+00:00,424.71,425.27,424.63,425.11,1099339,467149986.5719999,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 15:50:00-05:00
QQQ,2024-02-21 20:55:00+00:00,425.11,425.7,425.11,425.61,3092283,1315783857.5957,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-21 15:55:00-05:00
QQQ,2024-02-22 14:30:00+00:00,434.49,435.05,433.71,433.85,2683051,1852899867.4875982,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 09:30:00-05:00
QQQ,2024-02-22 14:35:00+00:00,433.85,434.4,433.73,434.4,1260927,547310693.2314999,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 09:35:00-05:00
QQQ,2024-02-22 14:40:00+00:00,434.39,434.76,434.22,434.55,968449,420787189.538,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 09:40:00-05:00
QQQ,2024-02-22 14:45:00+00:00,434.62,435.79,434.62,435.68,1468411,639341646.3264,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 09:45:00-05:00
QQQ,2024-02-22 14:50:00+00:00,435.68,436.285,434.37,434.61,1127528,491006017.1515,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 09:50:00-05:00
QQQ,2024-02-22 14:55:00+00:00,434.62,435.14,434.62,435.11,731385,318085582.77680004,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 09:55:00-05:00
QQQ,2024-02-22 15:00:00+00:00,435.12,435.53,434.5506,434.81,1071810,466366244.1836,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 10:00:00-05:00
QQQ,2024-02-22 15:05:00+00:00,434.82,435.79,434.72,435.46,1027098,447151712.8007,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 10:05:00-05:00
QQQ,2024-02-22 15:10:00+00:00,435.47,435.83,435.14,435.46,970150,422491340.351,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 10:10:00-05:00
QQQ,2024-02-22 15:15:00+00:00,435.47,435.81,435.1601,435.3401,730152,317962931.6978,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 10:15:00-05:00
QQQ,2024-02-22 15:20:00+00:00,435.34,435.52,435.02,435.35,884905,385203070.5423,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 10:20:00-05:00
QQQ,2024-02-22 15:25:00+00:00,435.34,435.99,435.06,435.98,580974,253032096.6602,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 10:25:00-05:00
QQQ,2024-02-22 15:30:00+00:00,435.98,436.25,435.83,436.24,938138,409075176.523799,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 10:30:00-05:00
QQQ,2024-02-22 15:35:00+00:00,436.24,436.39,435.535,435.62,681540,297141850.1945,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 10:35:00-05:00
QQQ,2024-02-22 15:40:00+00:00,435.62,435.8201,435.3398,435.43,388183,169076957.10110003,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 10:40:00-05:00
QQQ,2024-02-22 15:45:00+00:00,435.43,435.43,434.51,434.62,690408,300258974.8233,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 10:45:00-05:00
QQQ,2024-02-22 15:50:00+00:00,434.62,435.06,434.53,434.8,741681,322435330.5589,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 10:50:00-05:00
QQQ,2024-02-22 15:55:00+00:00,434.8,435.039,434.68,434.91,635131,276192401.13040006,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 10:55:00-05:00
QQQ,2024-02-22 16:00:00+00:00,434.93,435.12,434.73,435.03,409272,178010670.9828,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 11:00:00-05:00
QQQ,2024-02-22 16:05:00+00:00,435.03,435.6199,434.97,435.31,464475,202189721.65489998,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 11:05:00-05:00
QQQ,2024-02-22 16:10:00+00:00,435.31,436.0,435.31,435.8696,418510,182363280.2508,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 11:10:00-05:00
QQQ,2024-02-22 16:15:00+00:00,435.8696,436.41,435.75,436.31,383035,167037722.1572,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 11:15:00-05:00
QQQ,2024-02-22 16:20:00+00:00,436.31,436.38,435.96,436.3699,399296,174168882.0833,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 11:20:00-05:00
QQQ,2024-02-22 16:25:00+00:00,436.3699,436.39,435.88,435.92,375835,163921932.13689998,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 11:25:00-05:00
QQQ,2024-02-22 16:30:00+00:00,435.93,436.4,435.93,436.35,331254,144484076.2687,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 11:30:00-05:00
QQQ,2024-02-22 16:35:00+00:00,436.35,436.53,436.01,436.3,373424,162938519.5938,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 11:35:00-05:00
QQQ,2024-02-22 16:40:00+00:00,436.3,436.5,436.11,436.35,319113,139234975.59219998,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 11:40:00-05:00
QQQ,2024-02-22 16:45:00+00:00,436.35,436.43,435.61,435.9399,512010,223228628.08900002,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 11:45:00-05:00
QQQ,2024-02-22 16:50:00+00:00,435.94,436.01,435.67,435.82,306144,133430999.1291,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 11:50:00-05:00
QQQ,2024-02-22 16:55:00+00:00,435.82,435.97,435.69,435.84,344330,150067249.98369998,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 11:55:00-05:00
QQQ,2024-02-22 17:00:00+00:00,435.85,436.13,435.45,436.08,457813,199481480.57509997,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 12:00:00-05:00
QQQ,2024-02-22 17:05:00+00:00,436.08,436.41,436.03,436.37,330697,144251559.59440002,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-22 12:05:00-05:00
